Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Phineas and Ferb Ride Again,DS,2010,0,Disney Interactive Studios,0.24,0.03,0,0.02,0.29,,,tbd,,Altron,E
MySims SkyHeroes,Wii,2010,0,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5,Electronic Arts,E10+
Mini Ninjas,X360,2009,0,Eidos Interactive,0.12,0.14,0,0.03,0.29,73,44,8.4,38,Io Interactive,E10+
Disney Infinity,3DS,2013,0,Disney Interactive Studios,0.17,0.1,0,0.02,0.29,,,,,,
The LEGO Movie Videogame,PSV,2014,0,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,,,5.6,14,TT Games,E10+
Ben 10 Alien Force: Vilgax Attacks,PS2,2009,0,D3Publisher,0.11,0.03,0,0.15,0.29,,,7,4,Papaya Studios,E10+
Nicktoons: Battle for Volcano Island,DS,2006,0,THQ,0.27,0,0,0.02,0.29,59,6,tbd,,Natsume,E
Up,X360,2009,0,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6,Heavy Iron Studios,E10+
Dynasty Warriors: Strikeforce,PS3,2009,0,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,Omega Force,T
Dolphin,2600,1983,0,Activision,0.27,0.02,0,0,0.29,,,,,,
Deadpool,PS4,2015,0,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68,High Moon Studios,M
Fast Food,2600,1981,0,Unknown,0.27,0.02,0,0,0.29,,,,,,
The Godfather: Dons Edition,PS3,2007,0,Electronic Arts,0.25,0.02,0,0.03,0.29,,,,,,
Resident Evil: Revelations 2,PS3,2015,0,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48,Capcom,M
Prince of Persia: Rival Swords,Wii,2007,0,Ubisoft,0.24,0.02,0,0.02,0.29,70,30,7.7,21,Ubisoft Montreal,T
Nicktoons: Battle for Volcano Island,GC,N/A,0,Unknown,0.22,0.06,0,0.01,0.29,,,7,4,Blue Tongue Entertainment,E
Starhawk,PS3,2012,0,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,LightBox Interactive,T
FIFA Soccer 13,3DS,2012,0,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16,Electronic Arts,E
The Punisher,XB,2005,0,THQ,0.22,0.06,0,0.01,0.29,,,,,,
Sonic Boom: Shattered Crystal,3DS,2014,0,Sega,0.17,0.09,0,0.03,0.29,47,21,6.3,160,Sanzaru Games,E
Metal Gear Solid V: Ground Zeroes,XOne,2014,0,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348,Kojima Productions,M
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,0,Namco Bandai Games,0,0.1,0.17,0.02,0.29,,,,,,
Sengoku Basara: Samurai Heroes,Wii,2010,0,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13,Capcom,T
Warriors Orochi 2,PSP,2008,0,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4,Omega Force,T
Dead Rising: Chop Till You Drop,Wii,2009,0,Capcom,0.15,0.07,0.05,0.02,0.29,61,30,6.5,35,TOSE,M
Assassin's Creed IV: Black Flag,WiiU,2013,0,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,7.7,207,Ubisoft,M
Bratz: Super Babyz,DS,2008,0,THQ,0.26,0,0,0.02,0.28,50,4,tbd,,Creat Studios,E
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,0,Square Enix,0,0,0.28,0,0.28,,,,,,
Dragon Ball GT: Transformation,GBA,2005,0,Atari,0.2,0.08,0,0.01,0.28,69,12,8.2,26,Webfoot Technologies,E10+
The Warriors,XB,2005,0,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21,Rockstar Toronto,M
X-Men: Reign of Apocalypse,GBA,2001,0,Activision,0.2,0.08,0,0.01,0.28,61,10,tbd,,Digital Eclipse,E
The Golden Compass,PS3,2007,0,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+
Fantastic 4: Flame On,GBA,2005,0,Activision,0.2,0.08,0,0.01,0.28,,,,,,
LEGO The Lord of the Rings,PSV,2012,0,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,54,8,5.6,35,TT Games,E10+
Polaris,2600,1982,0,Tigervision,0.26,0.02,0,0,0.28,,,,,,
Viewtiful Joe,PS2,2004,0,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35,Clover Studio,T
Arcade Hits: Frisky Tom,PS,2002,0,Hamster Corporation,0.16,0.11,0,0.02,0.28,,,,,,
Bladestorm: The Hundred Years' War,PS3,2007,0,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T
SAW,X360,2009,0,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,50,Zombie Studios,M
Harry Potter and the Sorcerer's Stone,PS2,2003,0,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,7.6,21,Warthog,E
Shrek the Third,Wii,2007,0,Activision,0.25,0.01,0,0.02,0.28,57,28,6.7,7,Amaze Entertainment,E10+
Jackass the Game,PS2,2007,0,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,6.6,14,Sidhe Interactive,M
Lord of Darkness,SNES,1991,0,Tecmo Koei,0,0,0.28,0,0.28,,,,,,
Hannah Montana: Spotlight World Tour,PS2,2008,0,Disney Interactive Studios,0.12,0.02,0,0.14,0.28,,,tbd,,Avalanche Software,E
Transformers: Dark of the Moon,X360,2011,0,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T
Assassin's Creed II: Discovery,DS,2009,0,Ubisoft,0.15,0.11,0,0.03,0.28,69,20,7.3,22,Griptonite Games,T
Kung Zhu,DS,2010,0,Activision,0.26,0,0,0.02,0.28,,,,,,
Monster Hunter Stories,3DS,2016,0,Capcom,0,0,0.28,0,0.28,,,,,,
Disney's Treasure Planet,GBA,2002,0,Ubisoft,0.2,0.07,0,0.01,0.28,68,6,tbd,,Disney Interactive,E
El Shaddai: Ascension of the Metatron,PS3,2011,0,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40,Ignition Entertainment,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,N/A,0,Disney Interactive Studios,0.22,0.06,0,0.01,0.28,71,17,tbd,,Traveller's Tales,T
Batman: The Brave and the Bold the Videogame,Wii,2010,0,Warner Bros. Interactive Entertainment,0.2,0.05,0,0.02,0.28,,,,,,
Kenka Bancho: Badass Rumble,PSP,2008,0,Spike,0.06,0,0.2,0.01,0.28,70,21,7.5,6,Bullets,T
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,0,THQ,0.22,0.06,0,0.01,0.28,65,8,tbd,,THQ,E
Silent Hill 2: Restless Dreams,XB,2001,0,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39,KCET,M
NES Remix,WiiU,2014,0,Nintendo,0.17,0,0.08,0.02,0.28,71,34,7.1,133,Indies Zero,E
Skylanders: Trap Team,3DS,2014,0,Activision,0.16,0.1,0,0.02,0.28,,,3.4,5,Toys for Bob,E10+
Medieval Moves: Deadmund's Quest,PS3,2011,0,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,61,41,6.5,17,Zindagi Games,E10+
Thief (2014),X360,2014,0,Square Enix,0.14,0.11,0,0.02,0.28,,,,,,
Attack on Titan (KOEI),PS4,2016,0,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,,,,,,
Dynasty Warriors: Gundam,PS2,2008,0,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
Indiana Jones and the Staff of Kings,PS2,2009,0,Activision,0.11,0.01,0,0.16,0.28,55,4,7.5,13,LucasArts,T
One Piece: Unlimited World Red,PS3,2014,0,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71,28,7.3,46,Ganbarion,T
Tak and the Guardians of Gross,PS2,2008,0,THQ,0.14,0.11,0,0.04,0.28,,,tbd,,Blitz Games,E10+
True Crime: New York City,XB,2005,0,Activision,0.21,0.06,0,0.01,0.28,60,43,7.8,17,Exakt,M
Ice Age: Dawn of the Dinosaurs,Wii,2009,0,Activision,0.11,0.14,0,0.03,0.27,75,12,8.3,6,Activision,E10+
Mr. Do!,2600,1982,0,Coleco,0.26,0.02,0,0,0.27,,,,,,
The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,N/A,0,N/A,0,0,0.27,0.01,0.27,,,,,,
Resident Evil 2: Dual Shock Edition,PS,1998,0,Capcom,0,0,0.26,0.02,0.27,,,,,,
Dynasty Warriors,PS,1997,0,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,,,,,,
Siren: Blood Curse,PS3,2008,0,Sony Computer Entertainment,0,0.17,0.09,0.01,0.27,78,42,8.1,87,SCE Japan Studio,M
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,0,Conspiracy Entertainment,0.15,0.1,0,0.02,0.27,,,,,,
Need for Speed: The Run,Wii,2011,0,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64,6,3.6,21,Firebrand Games,E10+
The Evil Within,PC,2014,0,Bethesda Softworks,0.1,0.16,0,0.02,0.27,68,18,5.9,721,Tango Gameworks,M
Mass Effect Trilogy,PC,2012,0,Electronic Arts,0.09,0.16,0,0.02,0.27,,,8,60,BioWare,M
Dead Rising 2: Off the Record,X360,2011,0,Capcom,0.17,0.08,0,0.02,0.27,72,48,7.5,60,Capcom Vancouver,M
Iron Man 2,X360,2010,0,Sega,0.15,0.09,0,0.03,0.27,41,35,5.9,54,Sega Studios San Francisco,T
Rocky: Legends,PS2,2004,0,Ubisoft,0.13,0.1,0,0.03,0.27,65,24,8.6,12,Venom Games,T
The Warriors,PSP,2007,0,Take-Two Interactive,0.23,0.01,0,0.02,0.27,81,36,7.8,21,"Rockstar Toronto, Rockstar Leeds",M
Flag Capture,2600,N/A,0,Atari,0.25,0.02,0,0,0.27,,,,,,
G-Force,PS2,2009,0,Disney Interactive Studios,0.12,0.01,0,0.14,0.27,,,tbd,,Eurocom Entertainment Software,E10+
Sengoku Basara 4,PS3,2014,0,Capcom,0,0,0.27,0,0.27,,,,,,
Rory McIlroy PGA Tour,XOne,2015,0,Electronic Arts,0.16,0.09,0,0.02,0.27,60,26,4.3,77,EA Tiburon,E
LEGO The Hobbit,XOne,2014,0,Warner Bros. Interactive Entertainment,0.13,0.12,0,0.02,0.27,69,20,6.8,36,TT Games,E10+
Shadow Man,N64,1999,0,Acclaim Entertainment,0.18,0.08,0,0.01,0.27,,,,,,
Shadow of Rome,PS2,2005,0,Capcom,0.13,0.1,0,0.03,0.27,75,52,8.3,62,Capcom,M
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,0,Nintendo,0,0,0.27,0,0.27,,,,,,
Harry Potter and the Order of the Phoenix,PS2,2007,0,Electronic Arts,0.13,0.1,0,0.03,0.27,61,17,8,28,EA Games,E10+
Transformers: Cybertron Adventures,Wii,2010,0,Activision,0.14,0.1,0,0.02,0.27,41,15,6.5,8,Next Level Games,T
Fantastic 4,XB,2005,0,Activision,0.2,0.06,0,0.01,0.27,62,46,6.6,8,7 Studios,T
Batman: Arkham Origins Blackgate,3DS,2013,0,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,68,7,6.8,38,Armature Studio,T
Shadows of the Damned,PS3,2011,0,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77,56,8.1,124,Grasshopper Manufacture,M
LEGO Marvel's Avengers,PS3,2016,0,Warner Bros. Interactive Entertainment,0.1,0.12,0,0.04,0.27,,,5.5,8,TT Games,E10+
Scooby-Doo! and the Spooky Swamp,PS2,2010,0,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27,,,,,,
Beyblade: Metal Masters,DS,2010,0,Konami Digital Entertainment,0.14,0.09,0,0.03,0.27,65,4,tbd,,Amble,E
Ultimate NES Remix,3DS,2014,0,Unknown,0.15,0.09,0,0.02,0.27,69,16,7.6,32,Indies Zero,E
Ratatouille,X360,2007,0,THQ,0.23,0.02,0,0.02,0.27,56,14,tbd,,Heavy Iron Studios,E
Operation Armored Liberty,GBA,2003,0,Majesco Entertainment,0.19,0.07,0,0,0.27,,,tbd,,Majesco Games,T
And1 Streetball,PS2,2006,0,Ubisoft,0.13,0.1,0,0.03,0.27,,,,,,
Family Guy: Back to the Multiverse,PS3,2012,0,Activision,0.12,0.1,0,0.04,0.26,40,9,6.4,31,Heavy Iron Studios,M
Gundam Breaker,PS3,2013,0,Namco Bandai Games,0,0,0.26,0,0.26,,,,,,
Batman: Return to Arkham,PS4,2016,0,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04,0.26,73,28,8.5,79,"Rocksteady Studios, Virtuos",T
Rune: Viking Warlord,PS2,2001,0,Take-Two Interactive,0.13,0.1,0,0.03,0.26,53,16,7.3,11,Human Head Studios,M
The Incredible Hulk,X360,2008,0,Sega,0.22,0.02,0,0.02,0.26,55,42,6.4,24,Edge of Reality,T
Aikatsu! 2-nin no My Princess,3DS,2013,0,Namco Bandai Games,0,0,0.26,0,0.26,,,,,,
Superman Returns,X360,2006,0,Electronic Arts,0.23,0.01,0,0.02,0.26,51,48,6.2,49,EA Tiburon,T
Rugrats: I Gotta Go Party,GBA,2002,0,THQ,0.19,0.07,0,0,0.26,,,,,,
The Incredible Hulk,PS3,2008,0,Sega,0.22,0.02,0,0.02,0.26,55,26,6.8,20,Edge of Reality,T
Deadly Premonition,X360,2010,0,Rising Star Games,0.18,0.06,0,0.02,0.26,68,39,8.2,332,Access Games,M
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,0,THQ,0.21,0.04,0,0.02,0.26,49,6,tbd,,THQ,E10+
The Adventures of Tintin: The Game,PS3,2011,0,Ubisoft,0.06,0.15,0,0.05,0.26,59,27,5.7,13,Ubisoft Montpellier,E10+
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,0,THQ,0.19,0.07,0,0,0.26,55,5,tbd,,Human Soft,E
Sengoku Basara 2,PS2,2006,0,Capcom,0,0,0.26,0,0.26,,,,,,
LEGO Harry Potter: Years 5-7,PSP,N/A,0,Warner Bros. Interactive Entertainment,0.1,0.1,0,0.06,0.26,,,tbd,,Traveller's Tales,E10+
Dynasty Warriors 7: Xtreme Legends,PS3,2011,0,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64,11,7.8,9,Omega Force,T
Angry Birds Trilogy,X360,2012,0,Activision,0.18,0.05,0,0.02,0.26,63,13,3.5,27,"Rovio Mobile, Rovio Entertainment",E
The Amazing Spider-Man 2 (2014),PS3,2014,0,Activision,0.06,0.14,0.02,0.04,0.26,,,,,,
Sengoku Basara: Battle Heroes,PSP,2009,0,Capcom,0,0,0.26,0,0.26,,,,,,
Nightmare Creatures,N64,1996,0,Activision,0.21,0.05,0,0,0.26,,,,,,
Yakuza: Ishin,PS3,2014,0,Sega,0,0,0.26,0,0.26,,,,,,
Spider-Man: Web of Shadows,PS3,2008,0,Activision,0.2,0.04,0,0.02,0.26,67,44,7.9,34,"Treyarch, Shaba Games",T
Samurai Warriors 4,PS3,2014,0,Tecmo Koei,0,0,0.26,0,0.26,,,8,11,Omega Force,T
Classic NES Series: Bomberman,GBA,2004,0,Nintendo,0.1,0.04,0.11,0.01,0.26,,,,,,
Frogger's Journey: The Forgotten Relic,GBA,2003,0,Konami Digital Entertainment,0.18,0.07,0,0,0.26,59,6,tbd,,Konami Computer Entertainment Hawaii,E
Resident Evil: Revelations,X360,2013,0,Capcom,0.12,0.1,0.02,0.02,0.26,75,30,7.4,170,Capcom,M
Tokyo Jungle,PS3,2012,0,Sony Computer Entertainment,0,0,0.26,0,0.26,74,60,8.4,89,Crispy's,T
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,0,Ubisoft,0.2,0.03,0,0.03,0.26,78,17,6.5,41,Ubisoft Shanghai,M
Resident Evil: Deadly Silence,DS,2006,0,Capcom,0.11,0.02,0.11,0.01,0.26,71,41,8.4,36,Capcom,M
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,0,Ubisoft,0.2,0.03,0,0.02,0.26,80,57,7.5,79,Ubisoft Montpellier,T
The Penguins of Madagascar,DS,2010,0,THQ,0.12,0.11,0,0.02,0.26,,,tbd,,Griptonite Games,E
Teen Titans,PS2,2006,0,THQ,0.12,0.1,0,0.03,0.25,56,12,8.6,17,Artificial Mind and Movement,E10+
One Piece: Pirate Warriors 3,PS3,2015,0,Namco Bandai Games,0,0.06,0.19,0.01,0.25,,,3.7,7,Omega Force,T
Star Wars The Clone Wars: Republic Heroes,PS2,2009,0,LucasArts,0.17,0.01,0,0.08,0.25,,,8.3,9,"LucasArts, Krome Studios",T
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,0,Disney Interactive Studios,0.23,0,0,0.02,0.25,,,,,,
Happy Feet,GC,2006,0,Midway Games,0.2,0.05,0,0.01,0.25,,,8.6,8,Artificial Mind and Movement,E
Monsters vs. Aliens,Wii,2009,0,Activision,0.14,0.09,0,0.02,0.25,69,12,tbd,,Beenox,E10+
NHL 08,PS3,2007,0,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada,E10+
LEGO Star Wars III: The Clone Wars,PC,2011,0,LucasArts,0.1,0.13,0,0.03,0.25,76,14,7.5,44,Traveller's Tales,E10+
The Powerpuff Girls: Chemical X-Traction,PS,2001,0,BAM! Entertainment,0.14,0.1,0,0.02,0.25,30,6,6.3,4,VIS Entertainment,E
Dynasty Warriors 6 (JP sales),PS2,2008,0,Tecmo Koei,0,0,0.25,0,0.25,,,,,,
Hunted: The Demon's Forge,PS3,2011,0,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,InXile Entertainment,M
NHL 08,X360,2007,0,Electronic Arts,0.22,0.01,0,0.02,0.25,85,44,8.2,44,EA Canada,E10+
Prison Break: The Conspiracy,PS3,2010,0,Deep Silver,0.05,0.15,0,0.05,0.25,42,33,3.8,20,ZootFly,T
Up,PS3,2009,0,THQ,0.15,0.06,0,0.03,0.25,65,5,6.5,4,Heavy Iron Studios,E10+
SpongeBob's Truth or Square (US sales),X360,2009,0,THQ,0.25,0,0,0,0.25,,,,,,
Gex 64: Enter the Gecko,N64,1998,0,GT Interactive,0.2,0.05,0,0,0.25,,,,,,
Madagascar: Escape 2 Africa,X360,2008,0,Activision,0.12,0.1,0,0.03,0.25,62,23,tbd,,Toys for Bob,E10+
The Mummy: Tomb of the Dragon Emperor,PS2,2008,0,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,6.8,6,Eurocom Entertainment Software,T
Spider-Man: Web of Shadows,Wii,2008,0,Activision,0.22,0.01,0,0.02,0.25,63,20,6.9,13,"Treyarch, Shaba Games",T
Indiana Jones and the Staff of Kings,PSP,2009,0,Activision,0.11,0.09,0,0.05,0.25,63,10,7.8,17,Amaze,T
The Outfit,X360,2006,0,THQ,0.21,0.02,0,0.02,0.25,70,52,7.5,48,Relic,M
Avatar: The Last Airbender - The Burning Earth,Wii,2007,0,THQ,0.23,0,0,0.02,0.25,,,,,,
Yakuza Zero: The Place of Oath,PS3,2015,0,Sega,0,0,0.25,0,0.25,,,,,,
Devil Kings,PS2,2005,0,Capcom,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,Capcom,T
Kung Fu Panda 2,X360,2011,0,THQ,0.16,0.06,0,0.02,0.25,,,,,,
Shadow Man,PS,1998,0,Acclaim Entertainment,0.14,0.09,0,0.02,0.25,,,,,,
Spider-Man: Edge of Time,X360,2011,0,Activision,0.18,0.05,0,0.02,0.25,57,50,6.8,33,Beenox,T
Dynasty Warriors 6,PS2,2008,0,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T
Porky's,2600,1982,0,20th Century Fox Video Games,0.23,0.01,0,0,0.25,,,,,,
Indiana Jones and the Staff of Kings,DS,2009,0,Activision,0.16,0.07,0,0.02,0.25,50,5,6.8,11,LucasArts,T
X-Men Origins: Wolverine,Wii,2009,0,Activision,0.19,0.04,0,0.02,0.25,53,8,6.1,10,Amaze Entertainment,T
Butt Ugly Martians: B.K.M. Battles,GBA,2002,0,Vivendi Games,0.18,0.07,0,0,0.25,63,6,tbd,,Runecraft,E
Family Guy: Back to the Multiverse,X360,2012,0,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,Heavy Iron Studios,M
Ninja Gaiden 3,X360,2012,0,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,Team Ninja,M
Create,Wii,2010,0,Electronic Arts,0.2,0.02,0,0.02,0.25,62,7,tbd,,EA Bright Light,E
Hitman: Absolution,PC,2012,0,Square Enix,0.03,0.17,0,0.04,0.24,79,26,7,1327,"Io Interactive, Nixxes Software",M
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,0,Konami Digital Entertainment,0,0,0.24,0,0.24,,,,,,
Onechanbara Z2: Chaos,PS4,2014,0,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72,"Tamsoft, D3Publisher",M
Spawn the Eternal,PS,1997,0,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24,,,,,,
Skylanders: SuperChargers,XOne,2015,0,Activision,0.17,0.05,0,0.02,0.24,76,15,5.5,17,Vicarious Visions,E10+
Ys: Memories of Celceta,PSV,2012,0,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82,56,8.8,237,Falcom,T
Samurai Warriors 4,PS4,2014,0,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,31,8.1,74,Omega Force,T
Dynasty Warriors Next,PSV,2011,0,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,Koei,T
Genma Onimusha,XB,2002,0,Capcom,0.14,0.04,0.05,0.01,0.24,83,27,8.6,10,Capcom,M
G-Police,PS,1997,0,Psygnosis,0.13,0.09,0,0.02,0.24,,,,,,
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,0,Ubisoft,0.19,0.05,0,0.01,0.24,81,30,8.3,8,Ubisoft Montpellier,T
Dynasty Warriors 7,X360,2011,0,Tecmo Koei,0.16,0.06,0,0.02,0.24,58,22,8,46,Omega Force,T
Azurik: Rise of Perathia,XB,2001,0,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,52,26,8.5,14,Adrenium,T
Asura's Wrath,X360,2012,0,Capcom,0.15,0.06,0.01,0.02,0.24,71,54,6.5,131,CyberConnect2,T
Front Line,2600,1981,0,Taito,0.22,0.01,0,0,0.24,,,,,,
Army Men: Air Combat,N64,2000,0,3DO,0.19,0.05,0,0,0.24,,,,,,
Paperboy,N64,1999,0,Midway Games,0.19,0.05,0,0,0.24,,,,,,
Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009,0,Namco Bandai Games,0,0,0.24,0,0.24,,,,,,
Bakugan: Battle Brawlers,X360,2009,0,Activision,0.2,0.02,0,0.02,0.24,60,16,5.2,9,Now Production,E
Fantastic 4,GC,2005,0,Activision,0.19,0.05,0,0.01,0.24,61,32,4,6,7 Studios,T
LEGO The Hobbit,3DS,2014,0,Warner Bros. Interactive Entertainment,0.1,0.12,0,0.02,0.24,,,,,,
Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,0,Sony Computer Entertainment,0,0,0.24,0,0.24,,,,,,
The Incredible Hulk,DS,2008,0,Sega,0.22,0,0,0.02,0.24,50,15,tbd,,Amaze Entertainment,E10+
The Adventures of Tintin: The Game,X360,2011,0,Ubisoft,0.07,0.13,0,0.03,0.24,63,35,6.1,12,Ubisoft Montpellier,E10+
Grand Theft Auto,GBA,2004,0,Take-Two Interactive,0.17,0.06,0,0,0.24,68,33,7.1,23,Digital Eclipse,M
Star Trek: The Game,PS3,2013,0,Namco Bandai Games,0.1,0.1,0,0.04,0.24,,,,,,
Resident Evil Archives: Resident Evil Zero,Wii,2008,0,Capcom,0.13,0.03,0.06,0.01,0.24,62,17,8.2,37,Capcom,M
Spider-Man: Shattered Dimensions,Wii,2010,0,Activision,0.12,0.09,0,0.02,0.24,75,13,7.7,15,Beenox,T
Wild 9,PS,1998,0,Interplay,0.13,0.09,0,0.02,0.24,,,,,,
Ghost Rider,PSP,2007,0,Take-Two Interactive,0.22,0,0,0.02,0.24,49,17,5.7,13,Climax Group,T
X-Men: Destiny,PS3,2011,0,Activision,0.14,0.07,0,0.03,0.24,50,33,4.8,37,Silicon Knights,T
Harry Potter and the Order of the Phoenix,PS3,2007,0,Electronic Arts,0.18,0.03,0,0.03,0.24,67,35,6.6,25,EA Games,E10+
Covert Ops: Nuclear Dawn,PS,2000,0,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24,,,,,,
Dynasty Warriors 6 Empires,X360,2009,0,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,Omega Force,T
G.I. Joe: The Rise of Cobra,X360,2009,0,Electronic Arts,0.17,0.05,0,0.02,0.24,42,59,4.7,22,Double Helix Games,T
Polly Pocket: Super Splash Island,GBA,2003,0,Knowledge Adventure,0.17,0.06,0,0,0.24,,,,,,
LEGO Marvel's Avengers,WiiU,2016,0,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24,69,4,6.8,15,TT Games,E10+
X-Men: Destiny,X360,2011,0,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,Silicon Knights,T
Rampage,2600,1988,0,Activision,0.22,0.01,0,0,0.24,,,,,,
Pro Evolution Soccer 2014,X360,2013,0,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,80,23,4.3,113,Konami,E
The Godfather (US & Others sales),X360,2006,0,Electronic Arts,0.2,0.02,0,0.02,0.24,,,,,,
Afro Samurai,X360,2009,0,Atari,0.16,0.05,0,0.02,0.24,65,70,6.2,57,"Namco Bandai Games America, Namco Bandai Games",M
Bakugan: Battle Brawlers,PS3,2009,0,Activision,0.19,0.03,0,0.02,0.23,63,10,8.2,5,Now Production,E
Girls Mode 3: Kirakira Code,3DS,2015,0,Nintendo,0,0,0.23,0,0.23,,,,,,
Prince of Persia: The Forgotten Sands,Wii,2010,0,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,8.1,31,Ubisoft Quebec,T
Mobile Suit Gundam: Climax U.C.,PS2,2006,0,Namco Bandai Games,0,0,0.23,0,0.23,,,,,,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,0,Square Enix,0,0,0.23,0,0.23,,,,,,
Buffy the Vampire Slayer,XB,2002,0,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,9.1,31,Double Helix Games,T
Harry Potter and the Goblet of Fire,XB,2005,0,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,5.8,10,Electronic Arts,E10+
Harry Potter and the Goblet of Fire,DS,2005,0,Electronic Arts,0.2,0.01,0,0.02,0.23,68,15,6,6,Magic Pockets,E
Dynasty Warriors: Gundam Reborn,PS3,2013,0,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,Omega Force,T
The Scorpion King: Rise of the Akkadian,PS2,2002,0,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,7.2,6,VU Games,T
Tom Clancy's Splinter Cell,GC,2003,0,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,8.7,25,Ubisoft Shanghai,T
